Protein adsorption / ng cm-2,Protein MW (kDa),Protein Charge (pI),Protein conc. (mg/mL),Thickness (nm),Predicted Zeta (mV),Predicted CA (deg),MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,
221,66.5,4.7,1,12.7,47.89375,20.78059906,10.89996504,10.89996504,0,-0.302361111,0.297747319,10.15384615,207.701,189.557,207.1026065,78,0,0.33282041,-1,1,0.33282041,1.384615385,1.846153846,2.153846154,35.45300058,10.35672691,2.085202402,-2.227400097,1.939855636,-2.99600304,5.863841667,-0.870055547,1.838190544,0,184.5439481,9.776020882,8.762994993,9.518923939,5.327185822,3.958345368,3.958345368,3.930180159,3.930180159,1.34372562,1.34372562,0.535402348,0.535402348,-0.54,229.773818,14.95629107,5.99668727,9.373537504,86.36715065,21.62692697,13.15163837,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,6.9237372,5.57310453,21.14301595,26.42146416,5.969305288,0,0,0,6.9237372,34.29465432,12.15204021,0,0,12.40703316,0,0,0,44.74699046,9.531400138,0,6.9237372,12.15204021,0,0,0,26.3,0,4.794537184,0,18.37633845,12.17998649,11.02778726,0,6.9237372,0,27.72195163,4.736862954,5.72047997,0,10.89996504,0,0.455008503,-0.302361111,0,0,6.409635771,6.150605159,0.666666667,13,0,3,0,0,0,0,0,0,2,0,4,4,0,0,0,0,-2.1841,48.6724,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
0,66.5,4.7,1,23.3,-57.269745,14.15228477,10.71799225,10.71799225,0,-4.20604143,0.170162181,10.14285714,246.325,235.237,245.9964261,76,0,1,-0.747942282,1,0.747942282,1.5,2,2.357142857,,,,,,,,,1.95169253,0,295.2020152,10.48312766,8.277916868,12.21751907,5.827185822,3.58915195,5.166502219,2.531604349,4.055207711,1.120293268,1.908968403,0.523768567,0.995173088,0.756363636,396.1935837,17.16061556,7.972561463,10.83475588,126.0655687,9.289612827,0,0,0,0,57.35384019,0,13.21233417,0,0,6.578935684,13.34455882,11.32595814,16.72500882,73.8864819,16.08743215,0,0,0,13.34455882,12.35973557,12.15204021,0,0,51.38453491,0,0,0,31.29958772,19.649527,0,13.34455882,12.15204021,0,0,0,83.5,21.84028575,17.76508404,0,69.98534302,0,0,6.9237372,0,0,11.31579864,0,34.84565098,0,10.71799225,0,0.240722789,-1.097671013,0,0.018703704,4.730642715,-4.20604143,0.571428571,14,0,5,0,0,0,0,0,0,5,0,7,5,0,0,0,0,-2.955,44.9542,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
0,66.5,4.7,1,13.4,-9.486631,47.14341843,10.46884259,10.46884259,0.047314815,-0.454583333,0.435002054,8.666666667,130.143,120.063,130.0629942,52,0,0.332687122,-0.459909612,0.459909612,0.332687122,1.777777778,2.333333333,2.666666667,16.53934772,10.36064897,1.993110891,-1.986162751,1.894033412,-2.077116062,5.863802489,-0.139386855,1.822759081,3.394048948,117.4713804,7.276020882,5.38503052,5.38503052,4.180739213,2.616704582,2.616704582,1.639856075,1.639856075,0.672905227,0.672905227,0.261541069,0.261541069,-0.83,80.20139956,8.17,4.089266085,3.727880056,53.94365965,9.843390349,6.606881965,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,6.9237372,5.57310453,6.606881965,14.63792753,5.969305288,0,0,0,6.9237372,13.21376393,12.15204021,0,0,0,0,0,0,24.28959661,9.531400138,0,6.9237372,12.15204021,0,0,0,46.53,5.969305288,4.794537184,0,13.21376393,5.57310453,0,0,6.9237372,0,11.31579864,5.106527395,4.46412037,0,10.46884259,8.190033069,0.350416667,-0.454583333,0,0,4.814503968,0,0.5,9,1,3,0,0,0,0,0,0,3,1,3,3,0,0,0,0,0.098,32.8588,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
87,66.5,4.7,1,21.4,-22.589005,83.25756005,10.69588341,10.69588341,0.283842593,-0.283842593,0.340246132,9,142.198,128.086,142.0993797,58,0,0.332602811,-0.462354562,0.462354562,0.332602811,1.6,2.2,2.6,16.53273874,10.32875005,1.997138912,-2.005900313,1.939309872,-2.050506108,5.863754739,-0.1385373,1.880413032,3.312469478,127.2192809,7.983127663,6.644923706,6.644923706,4.680739213,3.507583597,3.507583597,2.269802668,2.269802668,1.079509092,1.079509092,0.432403874,0.432403874,-0.79,133.5093252,9.21,5.031464655,4.125077866,61.87931013,4.736862954,0,0,0,0,5.969305288,0,4.794537184,0,0,19.92349451,13.34455882,5.57310453,6.606881965,9.531400138,5.969305288,0,0,0,26.68911765,6.606881965,12.15204021,0,0,0,0,0,0,12.57618725,9.531400138,0,26.68911765,12.15204021,0,0,0,26.3,0,4.794537184,0,5.969305288,12.17998649,12.84164325,0,6.9237372,0,13.50267288,4.736862954,4.80537037,0,10.69588341,0,0.468613946,-0.283842593,0,1.974692933,7.672615268,0,0.625,10,0,2,0,0,0,0,0,0,2,0,2,4,0,0,0,0,1.9058,40.681,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
18.7,66.5,4.7,1,1.74,-3.0784194,11.68588726,11.31329932,11.31329932,0.037531153,-4.335970096,0.200068373,12.26315789,295.272,273.096,295.1184741,112,0,0.332687504,-0.756117473,0.756117473,0.332687504,1.210526316,1.736842105,2.210526316,31.20469341,10.36063889,2.131510397,-2.267002427,2.372182522,-2.372424206,7.453986216,-0.870000194,2.21163744,3.824287462,362.6871361,15.10444801,11.87945084,12.77387803,8.534292603,5.765992381,7.226585867,5.043840935,6.454665905,1.925860905,2.923464809,0.870392694,1.548327146,-0.72,5798.913368,18.28,7.768822062,10.85366437,113.5148765,23.16079974,19.75852033,0,0,7.822697123,5.969305288,4.565048285,4.794537184,0,0,6.578935684,6.9237372,5.57310453,27.74989791,32.52038521,13.79200241,0,0,0,6.9237372,47.50841825,12.15204021,0,0,4.893411603,0,0,7.822697123,57.96075439,23.14394275,0,6.9237372,12.15204021,0,0,0,84.89,13.79200241,14.25299707,0,25.39375042,11.02778726,0,6.9237372,0,21.14301595,20.36329296,0,25.77076993,0,22.30521354,0,0.240279553,-0.587701637,0,0,5.005178754,1.405148754,0.727272727,19,0,7,0,0,0,0,0,0,6,0,8,9,0,0,0,0,0.3135,68.1829,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,
240.7,66.5,4.7,1,0.63,-6.2330294,56.36161706,10.39305556,10.39305556,0.111111111,-0.111111111,0.524523924,8.875,113.16,102.072,113.084064,46,0,0.243076764,-0.350399243,0.350399243,0.243076764,1.75,2.25,2.375,16.14859842,10.37271421,1.931947457,-2.022183046,1.74857575,-2.274460792,5.864596964,-0.116446266,1.6478689,3.388463299,96.70165767,6.568914101,5.27005561,5.27005561,3.66390246,2.594423243,2.594423243,1.867413021,1.867413021,0.616329439,0.616329439,0.343443362,0.343443362,-0.79,42.84459141,7.21,3.242623437,3.40193858,49.58574285,5.316788604,0,0,5.907179729,0,0,4.794537184,0,0,0,6.578935684,19.92349451,6.041840829,0,4.794537184,5.907179729,0,5.316788604,0,19.88931523,0,12.65495579,0,0,5.316788604,0,0,0,11.94902056,4.794537184,0,13.8474744,12.65495579,0,0,0,29.1,0,4.794537184,0,11.94902056,0,0,6.076020107,0,13.8474744,11.89572429,0,0,0,10.39305556,2.635416667,0,-0.111111111,0.208796296,1.263888889,7.109953704,0,0.5,8,1,2,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0.697,33.4757,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
244.7,66.5,4.7,1,1.82,-5.7734995,80.01122505,10.48715278,10.48715278,0.372685185,-0.397546296,0.395006426,10.55555556,128.171,116.075,128.0837296,52,0,0.330161414,-0.45681923,0.45681923,0.330161414,1.555555556,2,2.111111111,16.55187749,10.17565467,2.123635278,-2.170794316,2.057703446,-2.217918974,5.810046545,-0.147957503,1.615959187,3.736394292,119.3680656,7.491563832,6.100953631,6.100953631,3.954507022,2.809295861,2.809295861,2.737594247,2.737594247,0.573445116,0.573445116,0.343443362,0.343443362,-0.79,53.32665318,8.21,2.667270004,5.074900257,55.51436801,4.736862954,5.601050811,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,20.7712116,6.076020107,0,9.531400138,5.969305288,0,0,0,26.37226241,0,12.65495579,0,0,0,0,0,0,11.5703561,9.531400138,0,20.7712116,12.65495579,0,0,0,26.3,5.601050811,4.794537184,0,5.969305288,0,6.076020107,0,0,20.7712116,6.578935684,4.736862954,4.829861111,0,10.48715278,0,-0.397546296,-0.372685185,0,1.157986111,8.711898148,0,0.571428571,9,0,2,0,0,0,0,0,0,2,0,2,1,0,0,0,0,1.5141,36.042,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.5,66.5,4.7,1,1.7,-3.0784194,11.68388291,11.31329932,11.31329932,0.037531153,-4.335970096,0.200068373,12.26315789,295.272,273.096,295.1184741,112,0,0.332687504,-0.756117473,0.756117473,0.332687504,1.210526316,1.736842105,2.210526316,31.20469341,10.36063889,2.131510397,-2.267002427,2.372182522,-2.372424206,7.453986216,-0.870000194,2.21163744,3.824287462,362.6871361,15.10444801,11.87945084,12.77387803,8.534292603,5.765992381,7.226585867,5.043840935,6.454665905,1.925860905,2.923464809,0.870392694,1.548327146,-0.72,5798.913368,18.28,7.768822062,10.85366437,113.5148765,23.16079974,19.75852033,0,0,7.822697123,5.969305288,4.565048285,4.794537184,0,0,6.578935684,6.9237372,5.57310453,27.74989791,32.52038521,13.79200241,0,0,0,6.9237372,47.50841825,12.15204021,0,0,4.893411603,0,0,7.822697123,57.96075439,23.14394275,0,6.9237372,12.15204021,0,0,0,84.89,13.79200241,14.25299707,0,25.39375042,11.02778726,0,6.9237372,0,21.14301595,20.36329296,0,25.77076993,0,22.30521354,0,0.240279553,-0.587701637,0,0,5.005178754,1.405148754,0.727272727,19,0,7,0,0,0,0,0,0,6,0,8,9,0,0,0,0,0.3135,68.1829,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,
0.6,66.5,4.7,20,8.1,-8.985689,15.01823017,10.99350246,10.99350246,0.106525888,-1.119233539,0.321385353,10.86666667,215.249,198.113,215.115758,86,0,0.332820412,-0.544115483,0.544115483,0.332820412,1.4,1.933333333,2.333333333,16.53377899,10.3514221,2.156344047,-2.291213825,1.974255542,-2.495271303,5.863947066,-0.884460087,2.000253275,3.893220469,270.5959536,12.06047793,9.408633882,9.408633882,6.743688041,4.58916122,4.58916122,4.105709883,4.105709883,1.835363315,1.835363315,0.937207902,0.937207902,-1.36,946.1197993,13.64,5.503714193,6.676489594,89.53475536,19.12095839,19.69639478,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,6.9237372,5.57310453,20.06464925,23.91549557,11.93861058,0,0,0,6.9237372,33.79173874,12.15204021,0,0,5.106527395,0,0,0,50.21338018,14.32593732,0,6.9237372,12.15204021,0,0,0,66.43,11.93861058,14.69560176,0,17.63466923,12.11786094,0,0,21.01908117,0,6.578935684,4.736862954,5.067530234,0,21.3650802,10.37157775,0.333525342,-1.574372428,0,0,5.483477681,3.453181217,0.6,15,0,5,0,0,0,0,0,0,4,0,5,6,0,0,0,0,-1.068,52.6224,1,0,0,0,0,0,0,0,1,1,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1.8,66.5,4.7,20,4.6,-11.373198,14.84950269,10.99350246,10.99350246,0.106525888,-1.119233539,0.321385353,10.86666667,215.249,198.113,215.115758,86,0,0.332820412,-0.544115483,0.544115483,0.332820412,1.4,1.933333333,2.333333333,16.53377899,10.3514221,2.156344047,-2.291213825,1.974255542,-2.495271303,5.863947066,-0.884460087,2.000253275,3.893220469,270.5959536,12.06047793,9.408633882,9.408633882,6.743688041,4.58916122,4.58916122,4.105709883,4.105709883,1.835363315,1.835363315,0.937207902,0.937207902,-1.36,946.1197993,13.64,5.503714193,6.676489594,89.53475536,19.12095839,19.69639478,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,6.9237372,5.57310453,20.06464925,23.91549557,11.93861058,0,0,0,6.9237372,33.79173874,12.15204021,0,0,5.106527395,0,0,0,50.21338018,14.32593732,0,6.9237372,12.15204021,0,0,0,66.43,11.93861058,14.69560176,0,17.63466923,12.11786094,0,0,21.01908117,0,6.578935684,4.736862954,5.067530234,0,21.3650802,10.37157775,0.333525342,-1.574372428,0,0,5.483477681,3.453181217,0.6,15,0,5,0,0,0,0,0,0,4,0,5,6,0,0,0,0,-1.068,52.6224,1,0,0,0,0,0,0,0,1,1,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2.5,66.5,4.7,1,20,-8.934604,51.83500685,11.00013182,11.00013182,0.22799821,-0.395317034,0.281600002,10.42105263,276.329,252.137,276.1572885,112,0,0.332687275,-0.459899141,0.459899141,0.332687275,0.842105263,1.263157895,1.684210526,16.57007043,10.36039811,2.011064429,-2.069215468,1.91151817,-2.141269264,5.863858317,-0.140159404,2.392440594,3.067479512,241.2879409,14.34708869,11.81345077,11.81345077,9.180739213,6.229451048,6.229451048,3.746165864,3.746165864,1.985101016,1.985101016,1.000637131,1.000637131,-0.95,12921.57165,18.05,13.48093592,13.28460411,114.1582016,23.68431477,6.606881965,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,6.9237372,12.68290207,46.24817375,28.47885195,5.969305288,0,0,0,6.9237372,59.96485326,12.15204021,0,0,0,0,0,0,65.93415855,28.47885195,0,6.9237372,12.15204021,0,0,0,63.22,5.969305288,4.794537184,0,6.606881965,51.82127828,0,0,14.03353474,0,6.578935684,23.68431477,25.37344124,0,11.00013182,0,0.385931791,-0.395317034,0,0,8.8393385,1.629807019,0.769230769,19,0,6,0,0,0,0,0,0,6,0,6,13,0,0,0,0,0.8019,70.106,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,
3.3,66.5,4.7,1,20,-12.175052,47.9549804,10.46884259,10.46884259,0.047314815,-0.454583333,0.435002054,8.666666667,130.143,120.063,130.0629942,52,0,0.332687122,-0.459909612,0.459909612,0.332687122,1.777777778,2.333333333,2.666666667,16.53934772,10.36064897,1.993110891,-1.986162751,1.894033412,-2.077116062,5.863802489,-0.139386855,1.822759081,3.394048948,117.4713804,7.276020882,5.38503052,5.38503052,4.180739213,2.616704582,2.616704582,1.639856075,1.639856075,0.672905227,0.672905227,0.261541069,0.261541069,-0.83,80.20139956,8.17,4.089266085,3.727880056,53.94365965,9.843390349,6.606881965,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,6.9237372,5.57310453,6.606881965,14.63792753,5.969305288,0,0,0,6.9237372,13.21376393,12.15204021,0,0,0,0,0,0,24.28959661,9.531400138,0,6.9237372,12.15204021,0,0,0,46.53,5.969305288,4.794537184,0,13.21376393,5.57310453,0,0,6.9237372,0,11.31579864,5.106527395,4.46412037,0,10.46884259,8.190033069,0.350416667,-0.454583333,0,0,4.814503968,0,0.5,9,1,3,0,0,0,0,0,0,3,1,3,3,0,0,0,0,0.098,32.8588,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
76.4,66.5,4.7,1,20,-9.032789,60.93783729,10.64032785,10.64032785,0.293842593,-0.363842593,0.331627628,9,144.17,132.074,144.0786442,58,0,0.332687273,-0.45989944,0.45989944,0.332687273,1.5,2.1,2.5,16.55378093,10.3605156,1.999484078,-2.010304584,1.901396563,-2.090378718,5.863829915,-0.13965956,1.880413032,3.312469478,128.812909,7.983127663,6.346065215,6.346065215,4.680739213,2.997400241,2.997400241,1.909048557,1.909048557,0.869075612,0.869075612,0.340897523,0.340897523,-0.83,133.5093252,9.17,4.994841329,4.089266085,60.62791324,9.473725908,6.606881965,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,6.9237372,12.68290207,6.606881965,14.26826309,5.969305288,0,0,0,6.9237372,20.32356147,12.15204021,0,0,0,0,0,0,26.29286676,14.26826309,0,6.9237372,12.15204021,0,0,0,35.53,0,4.794537184,0,5.969305288,18.78686846,0,0,14.03353474,0,16.05266159,0,9.345445956,0,10.64032785,0,0.41305839,-0.363842593,0,0,5.748142007,1.55020172,0.571428571,10,0,3,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0.7521,37.649,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
10.7,66.5,4.7,0.2,9.5,-4.711626,47.71226313,9.25,9.25,0.833333333,-0.981481481,0.45085806,6.4,72.063,68.031,72.02112937,28,0,0.327198112,-0.478089149,0.478089149,0.327198112,2,2.2,2.2,16.36447321,10.68151441,1.72999782,-1.63999937,1.541777291,-1.815186809,5.783563706,-0.130903173,1.378783493,3.204805418,55.913403,4.28445705,2.639918936,2.639918936,2.27005561,1.124654368,1.124654368,0.542361813,0.542361813,0.174620426,0.174620426,0,0,-0.79,9.651484454,4.21,1.52152648,3.21,29.73528808,5.106527395,0,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,0,6.076020107,0,9.901064579,5.969305288,0,0,0,0,0,12.65495579,0,0,0,0,0,0,11.07583268,4.794537184,0,0,12.65495579,0,0,0,37.3,5.969305288,4.794537184,0,0,0,6.076020107,0,0,0,6.578935684,5.106527395,0,0,9.25,7.604166667,0,-0.981481481,0,0.833333333,2.960648148,0,0,5,1,2,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0.257,17.8328,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35.6,66.5,4.7,0.2,4.82,-7.177438,47.19183977,9.25,9.25,0.833333333,-0.981481481,0.45085806,6.4,72.063,68.031,72.02112937,28,0,0.327198112,-0.478089149,0.478089149,0.327198112,2,2.2,2.2,16.36447321,10.68151441,1.72999782,-1.63999937,1.541777291,-1.815186809,5.783563706,-0.130903173,1.378783493,3.204805418,55.913403,4.28445705,2.639918936,2.639918936,2.27005561,1.124654368,1.124654368,0.542361813,0.542361813,0.174620426,0.174620426,0,0,-0.79,9.651484454,4.21,1.52152648,3.21,29.73528808,5.106527395,0,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,0,6.076020107,0,9.901064579,5.969305288,0,0,0,0,0,12.65495579,0,0,0,0,0,0,11.07583268,4.794537184,0,0,12.65495579,0,0,0,37.3,5.969305288,4.794537184,0,0,0,6.076020107,0,0,0,6.578935684,5.106527395,0,0,9.25,7.604166667,0,-0.981481481,0,0.833333333,2.960648148,0,0,5,1,2,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0.257,17.8328,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4.1,66.5,4.7,1,2.7,-12.596323,45.87173209,10.46884259,10.46884259,0.047314815,-0.454583333,0.435002054,8.666666667,130.143,120.063,130.0629942,52,0,0.332687122,-0.459909612,0.459909612,0.332687122,1.777777778,2.333333333,2.666666667,16.53934772,10.36064897,1.993110891,-1.986162751,1.894033412,-2.077116062,5.863802489,-0.139386855,1.822759081,3.394048948,117.4713804,7.276020882,5.38503052,5.38503052,4.180739213,2.616704582,2.616704582,1.639856075,1.639856075,0.672905227,0.672905227,0.261541069,0.261541069,-0.83,80.20139956,8.17,4.089266085,3.727880056,53.94365965,9.843390349,6.606881965,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,6.9237372,5.57310453,6.606881965,14.63792753,5.969305288,0,0,0,6.9237372,13.21376393,12.15204021,0,0,0,0,0,0,24.28959661,9.531400138,0,6.9237372,12.15204021,0,0,0,46.53,5.969305288,4.794537184,0,13.21376393,5.57310453,0,0,6.9237372,0,11.31579864,5.106527395,4.46412037,0,10.46884259,8.190033069,0.350416667,-0.454583333,0,0,4.814503968,0,0.5,9,1,3,0,0,0,0,0,0,3,1,3,3,0,0,0,0,0.098,32.8588,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
